bluetooth,color,cpu,front_cam,gpu,link,name,os,pin,port,price,ram,rear_cam,resolution,rom,screensize,screentech,sim,size,status,tech,weight,wifi
,,– CPU: 2.5 GHz dual-core Intel Core i5 (Turbo Boost 3.1 GHz),,– Graphics: Intel HD Graphics 4000,https://macstores.vn/macbook-pro-retina-md212-97.html,,,,,,– RAM: 8 GB 1600MHz DDR3,,,,,,,,,,,
,,– CPU: 2.3GHz quad-core Intel Core i7 processor(Turbo Boost up to 3.3GHz)with 6MB L3 cache,,– Graphic: Intel HD Graphics 4000 + NVIDIA GeForce GT 650M 1GB GDDR5,https://macstores.vn/macbook-pro-retina-mc975-97.html,,,,,13.500.000 ,– Ram Option: 8GB of 1600 MHz DDR3,,,,,,,,,,,
,,,,Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf840-98.html,,,,,17.500.000 ,8GB of Onboard 1866 MHz LPDDR3 RAM,,,,,,,,,,,
,,,,Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf840.html,,,,,20.500.000 ,16GB of Onboard 1866 MHz LPDDR3 RAM,,,,,,,,,,,
,,,,Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf840-ram-8gb.html,,,,,18.800.000 ,8GB of Onboard 1866 MHz LPDDR3 RAM,,,,,,,,,,,
,,CPU: 3.1GHz Dual-core Intel Core i7 Broadwell,,Graphics: Integrated Intel Graphics 6100,https://macstores.vn/macbook-pro-retina-mf843-98.html,,,,,23.000.000 ,RAM: 16GB 1866MHz LPDDR3 SDRAM,,,,,,,,,,,
,,CPU: 3.1GHz Dual-core Intel Core i7 Broadwell,,Graphics: Integrated Intel Graphics 6100,https://macstores.vn/macbook-pro-retina-mf843.html,,,,,25.000.000 ,RAM: 16GB 1866MHz LPDDR3 SDRAM,,,,,,,,,,,
,,CPU: 2.9 GHz Intel Core i5 (Broadwell),,Đồ hoạ: Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf841-97.html,,,,,19.000.000 ,Ram: 8GB of Onboard 1866 MHz LPDDR3,,,,,,,,,,,
,,CPU: 2.9 GHz Intel Core i5 (Broadwell),,Đồ hoạ: Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf841.html,,,,,21.000.000 ,Ram: 8GB of Onboard 1866 MHz LPDDR3,,,,,,,,,,,
,,,,Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf840-97.html,,,,,17.000.000 ,8GB of Onboard 1866 MHz LPDDR3 RAM,,,,,,,,,,,
,,– CPU : Core i5 2.7 GHz Intel  (Broadwell),,– Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf839.html,,,,,16.800.000 ,– Ram : 8GB of Onboard 1866 MHz LPDDR3,,,,,,,,,,,
,,CPU : Core i5 2.7 GHz Intel  (Broadwell),,Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf839-98.html,,,,,16.000.000 ,Ram : 8GB of Onboard 1866 MHz LPDDR3,,,,,,,,,,,
,,CPU: 2.8 GHz Quad-Core Intel Core i7 Crystalwell,,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,https://macstores.vn/macbook-pro-retina-mjlt2-option-2-8ghz1tb.html,,,,,31.000.000 ,RAM: 16 GB 1600MHz DDR3L,,,,,,,,,,,
,,CPU: 2.8 GHz Quad-Core Intel Core i7 Crystalwell,,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,https://macstores.vn/macbook-pro-retina-mjlt2-option-2-8ghz512gb.html,,,,,28.500.000 ,RAM: 16 GB 1600MHz DDR3L,,,,,,,,,,,
,,CPU: 2.5 GHz Quad-Core Intel Core i7 (Turbo Boost 3.7 GHz) Crystalwell,,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,https://macstores.vn/macbook-pro-retina-mjlt2-option-2-2ghz512gb.html,,,,,27.500.000 ,RAM: 16 GB 1600MHz DDR3L,,,,,,,,,,,
,,CPU: 2.5 GHz Quad-Core Intel Core i7 (Turbo Boost 3.7 GHz) Crystalwell,,Graphics: Integrated Intel Iris Graphics + AMD Radeon R9 M370X with 2GB GDDR5 memory,https://macstores.vn/macbook-pro-retina-mjlt2-98.html,,,,,25.000.000 ,RAM: 16 GB 1600MHz DDR3L,,,,,,,,,,,
,,CPU: 2.2 GHz Quad-Core Intel Core i7 (Turbo Boost 3.4 GHz),,Graphics: Integrated Intel Iris Graphics,https://macstores.vn/macbook-pro-retina-mjlq2-97.html,,,,,25.000.000 ,RAM: 16GB 1600MHz DDR3L,,,,,,,,,,,
,,CPU : Core i5 2.7 GHz Intel  (Broadwell),,Integrated Intel Iris Graphics 6100,https://macstores.vn/macbook-pro-retina-mf839-97.html,,,,,15.000.000 ,Ram : 8GB of Onboard 1866 MHz LPDDR3,,,,,,,,,,,
,,CPU: 2.2GHz Quad-Core Intel Core i7 Crystalwell,,Graphics: Integrated Intel Iris Graphics,https://macstores.vn/macbook-pro-retina-mjlq2-option-2-8ghz.html,,,,,25.000.000 ,RAM: 16 GB 1600MHz DDR3L,,,,,,,,,,,
,,,,Integrated Intel HD Graphics 6000,https://macstores.vn/macbook-air-mqd32.html,,,,,21.500.000 ,8GB of 1600 MHz LPDDR3 RAM | 128GB SSD,,,,,,,,,,,
,,,,Integrated Intel HD Graphics 6000,https://macstores.vn/macbook-air-mqd42.html,,,,,24.800.000 ,8GB of 1600 MHz LPDDR3 RAM | 256GB SSD,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfm2-macbook-air-2019-new-gold-core-i5-ram-8gb-ssd-128gb-touch-id.html,,,,,22.500.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfn2-macbook-air-2019-new-gold-core-i5-ram-8gb-ssd-256gb-touch-id.html,,,,,26.000.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfk2-macbook-air-2019-new-silver-core-i5-ram-8gb-ssd-128gb-touch-id.html,,,,,22.500.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfl2-macbook-air-2019-new-silver-core-i5-ram-8gb-ssd-256gb-touch-id.html,,,,,26.000.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfh2-macbook-air-2019-new-gray-core-i5-ram-8gb-ssd-128gb-touch-id.html,,,,,22.500.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfj2-macbook-air-2019-new-gray-core-i5-ram-8gb-ssd-256gb-touch-id.html,,,,,26.000.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvh62-option-macbook-air-2019-new-gray-core-i5-ram-16gb-ssd-512gb-touch-id-new.html,,,,,30.000.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mvfj2-option-macbook-air-2019-new-gray-core-i5-ram-16gb-ssd-256gb-touch-id-new.html,,,,,29.000.000 ,,,,,,,,,,,,
,,,,Card màn hình: Intel Iris Plus Graphics,https://macstores.vn/macbook-air-2020-core-i7-ram-16gb-256gb-ssd.html,,,,,41.000.000 ,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,CPU:,, Intel Iris Plus Graphics,https://macstores.vn/macbook-air-2020-core-i3-ram-8gb-256gb-ssd.html,,,,,24.500.000 , 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,CPU:,, Intel Iris Plus Graphics,https://macstores.vn/macbook-air-2020-core-i5-ram-8gb-512gb-ssd.html,,,,,31.000.000 , 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,CPU:,, Intel Iris Plus Graphics,https://macstores.vn/macbook-air-2020-max-option-core-i7-ram-16gb-2tb-ssd.html,,,,,54.000.000 , 16GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,,,Card màn hình: Intel Iris Plus Graphics,https://macstores.vn/mwtk2-macbook-air-2020-new-silver-core-i3-ram-8gb-ssd-256gb-touch-id.html,,,,,24.500.000 ,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,,,Card màn hình: Intel Iris Plus Graphics,https://macstores.vn/mvh42-macbook-air-2020-new-silvercore-i5ram-8gbssd-512gbtouch-id.html,,,,,31.000.000 ,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,,,Card màn hình: Intel Iris Plus Graphics,https://macstores.vn/mwtj2-macbook-air-2020-new-gray-core-i3-ram-8gb-ssd-256gb-touch-id.html,,,,,24.500.000 ,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,,,Card màn hình: Intel Iris Plus Graphics,https://macstores.vn/mvh22-macbook-air-2020-new-graycore-i5ram-8gbssd-512gbtouch-id.html,,,,,31.000.000 ,Bộ nhớ: 8GB 3733MHz LPDDR4X memory,,,,,,,,,,,
,,CPU: Apple M1 chip with 8‑core CPU,,GPU: 7‑core GPU & 16-core Neural Engine,https://macstores.vn/macbook-air-mgn63-2020-13inch.html,,,,,26.000.000 ,RAM: 8GB Unified,,,,,,,,,,,
,,CPU: Apple M1 chip with 8‑core CPU,,GPU: 7‑core GPU & 16-core Neural Engine,https://macstores.vn/macbook-air-mgn73-2020-13inch.html,,,,,32.000.000 ,RAM: 8GB Unified,,,,,,,,,,,
,,CPU: Apple M1 chip with 8‑core CPU,,GPU: 7‑core GPU & 16-core Neural Engine,https://macstores.vn/macbook-air-mgn93-2020-13inch.html,,,,,26.000.000 ,RAM: 8GB Unified,,,,,,,,,,,
,,CPU: Apple M1 chip with 8‑core CPU,,GPU: 7‑core GPU & 16-core Neural Engine,https://macstores.vn/macbook-air-mgna3-2020-13inch.html,,,,,32.000.000 ,RAM: 8GB Unified,,,,,,,,,,,
,,CPU: Apple M1 chip with 8‑core CPU,,GPU: 7‑core GPU & 16-core Neural Engine,https://macstores.vn/macbook-air-mgnd3-2020-13inch.html,,,,,26.000.000 ,RAM: 8GB Unified,,,,,,,,,,,
,,– CPU : 2.6GHz quad-core Intel Core i7 processor (Turbo Boost up to 3.6GHz) with 6MB L3 cache,,– Graphic: Intel HD Graphics 4000 + NVIDIA GeForce GT 650M 1GB GDDR5,https://macstores.vn/macbook-pro-retina-mc976-97.html,,,,,14.500.000 ,– Ram Option: 8GB of 1600 MHz DDR3,,,,,,,,,,,
,,"CPU: Intel Core i5 dual-core 1.6GHz, Turbo Boost up to 3.6GHz, 4MB Cache",,GPU: Intel UHD Graphics 617,https://macstores.vn/macbook-air-13-inch-2018-mre82.html,,,,,21.500.000 ,RAM: 8GB of 2133MHz LPDDR3,,,,,,,,,,,
,,"CPU: Intel Core i5 dual-core 1.6GHz, Turbo Boost up to 3.6GHz, 4MB Cache",,GPU: Intel UHD Graphics 617,https://macstores.vn/macbook-air-13-inch-2018-mrea2.html,,,,,21.500.000 ,RAM: 8GB of 2133MHz LPDDR3,,,,,,,,,,,
,,"CPU: Intel Core i5 dual-core 1.6GHz, Turbo Boost up to 3.6GHz, 4MB Cache",,GPU: Intel UHD Graphics 617,https://macstores.vn/macbook-air-13-inch-2018-mree2.html,,,,,21.500.000 ,RAM: 8GB of 2133MHz LPDDR3,,,,,,,,,,,
,,"CPU: Intel 8th Gen Dual-Core i5 dual-core 1.6GHz, Turbo Boost up to 3.6GHz, 4MB cache",,GPU: Intel UHD Graphics 617,https://macstores.vn/macbook-air-13-inch-2018-mrec2.html,,,,,23.500.000 ,RAM: 8GB of 2133MHz LPDDR3,,,,,,,,,,,
,,,,Card màn hình: Intel UHD Graphics 617,https://macstores.vn/mre92-macbook-air-2018-gray-core-i5-ram-8gb-ssd-256gb-touch-id.html,,,,,23.500.000 ,,,,,,,,,,,,
,,CPU: 2.3 GHz Intel Core i5 Dual-Core,,Đồ hoạ: Integrated Intel Iris Graphics 640,https://macstores.vn/macbook-pro-mpxq2-grey.html,,,,,26.500.000 ,Ram: 8GB of 2133 MHz RAM,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 640,https://macstores.vn/macbook-pro-mpxt2-grey.html,,,,,29.000.000 ,8GB of 2133 MHz RAM | 512GB PCIe SSD,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 650,https://macstores.vn/macbook-pro-mpxv2-grey-2.html,,,,,31.000.000 ,8GB of 2133 MHz RAM | 256GB SSD,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 650,https://macstores.vn/macbook-pro-mpxv2-grey.html,,,,,31.000.000 ,8GB of 2133 MHz RAM | 256GB SSD,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 650,https://macstores.vn/macbook-pro-2017-mpxx2-silver.html,,,,,31.000.000 ,8GB of 2133 MHz RAM | 256GB SSD,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 650,https://macstores.vn/macbook-pro-2017-mpxy2-silver.html,,,,,33.000.000 ,8GB of 2133 MHz RAM | 512GB SSD,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 640,https://macstores.vn/macbook-pro-2017-mpxr2.html,,,,,26.500.000 ,8GB of 2133 MHz RAM | 128GB PCIe SSD,,,,,,,,,,,
,,CPU: 2.3 GHz Intel Core i5 Dual-Core,,Đồ hoạ: Integrated Intel Iris Graphics 640,https://macstores.vn/macbook-pro-2017-mpxu2.html,,,,,27.500.000 ,Ram: 8GB of 2133 MHz RAM,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 650,https://macstores.vn/macbook-pro-2017-mq002-space-gray.html,,,,,,16GB RAM | 1TB SSD,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 650,https://macstores.vn/macbook-pro-2017-mq012-silver.html,,,,,,16GB RAM | 1TB SSD,,,,,,,,,,,
,,CPU: 2.3 GHz Intel Core i5 Dual-Core,,Đồ hoạ: Integrated Intel Iris Graphics 640,https://macstores.vn/macbook-pro-2017-mpxq2-gray.html,,,,,25.000.000 ,Ram: 8GB of 2133 MHz RAM,,,,,,,,,,,
,,,,Integrated Intel Iris Plus Graphics 640,https://macstores.vn/macbook-pro-2017-mpxr2-silver.html,,,,,25.000.000 ,8GB of 2133 MHz RAM | 128GB PCIe SSD,,,,,,,,,,,
,,CPU: 2.2 GHz Quad-Core Intel Core i7 (Turbo Boost 3.4 GHz),,Graphics: Integrated Intel Iris Graphics,https://macstores.vn/macbook-pro-retina-mjlq2-option-2-2ghz.html,,,,,23.500.000 ,RAM: 16 GB 1600MHz DDR3L,,,,,,,,,,,
,,CPU: Apple M1 chip with 8‑core CPU,,GPU: 7‑core GPU & 16-core Neural Engine,https://macstores.vn/macbook-air-mgne3-2020-13inch.html,,,,,32.000.000 ,RAM: 8GB Unified,,,,,,,,,,,
,,,,AMD Radeon Pro 555 Graphics (2GB GGDR5),https://macstores.vn/macbook-pro-2017-mptr2-grey.html,,,,,40.000.000 ,16GB of 2133 MHz RAM | 256GB SSD,,,,,,,,,,,
,,,,AMD Radeon Pro 555 Graphics (2GB GGDR5),https://macstores.vn/macbook-pro-2017-mptu2-silver.html,,,,,40.000.000 ,16GB of 2133 MHz RAM | 256GB SSD,,,,,,,,,,,
